date,region_id,surface_temp_c,ndvi,rainfall_mm_7d,soil_moisture_pct,cloud_cover_pct,evapotranspiration_mm,drought_risk
2025-02-15,R01,31.032,0.7574,6.041,34.604,30.739,9.443,1
2025-02-16,R01,30.265,0.8233,5.241,30.14,41.583,10.861,1
2025-02-17,R01,30.78,0.7418,6.803,30.04,36.586,10.395,1
2025-02-18,R01,29.26,0.7815,4.25,29.261,44.168,9.18,1
2025-02-19,R01,28.227,0.7883,12.19,32.385,59.246,8.564,1
2025-02-20,R01,28.87,0.7956,6.569,28.933,36.763,9.615,1
2025-02-21,R01,29.246,0.7212,10.206,28.56,87.637,4.941,1
2025-02-22,R01,31.762,0.8139,7.493,29.238,88.6,7.196,1
2025-02-23,R01,31.601,0.7331,0.517,16.446,17.099,11.411,1
2025-02-24,R01,29.93,0.6951,6.198,29.817,33.177,9.35,1
2025-02-25,R01,30.284,0.7051,6.179,24.945,50.001,10.156,1
2025-02-26,R01,31.828,0.7228,19.569,37.577,48.924,10.5,1
2025-02-27,R01,29.08,0.8049,1.631,22.559,18.133,11.482,1
2025-02-28,R01,31.038,0.7894,1.813,24.804,44.824,9.439,1
2025-03-01,R01,28.071,0.7235,8.988,41.472,59.049,8.678,1
2025-03-02,R01,29.785,0.8438,2.45,21.386,40.088,8.214,1
2025-03-03,R01,31.994,0.7304,4.26,31.734,53.851,10.128,1
2025-03-04,R01,28.934,0.7766,7.607,31.175,51.644,8.828,1
2025-03-05,R01,30.133,0.7545,11.607,28.331,56.268,7.73,1
2025-03-06,R01,30.45,0.7108,25.308,33.893,58.22,8.759,1
2025-03-07,R01,30.009,0.7443,9.457,34.556,41.982,8.965,1
2025-03-08,R01,30.151,0.6989,19.237,39.178,43.091,9.226,1
2025-03-09,R01,30.833,0.7844,9.931,27.313,79.048,8.242,1
2025-03-10,R01,29.747,0.7134,1.723,25.442,35.44,9.822,1
2025-03-11,R01,28.293,0.6744,9.763,31.172,46.461,8.429,1
2025-03-12,R01,31.68,0.7266,3.338,28.989,28.538,10.466,1
2025-03-13,R01,28.583,0.7793,15.137,32.839,64.563,7.236,1
2025-03-14,R01,27.781,0.8594,3.874,35.228,44.359,9.473,1
2025-03-15,R01,30.297,0.7482,11.43,32.504,47.84,8.872,1
2025-03-16,R01,32.661,0.621,1.668,29.696,54.193,8.689,1
2025-03-17,R01,32.414,0.7201,3.888,22.857,20.18,10.341,1
2025-03-18,R01,31.936,0.6285,8.677,33.19,53.943,8.899,1
2025-03-19,R01,27.948,0.697,5.806,29.88,47.737,10.233,1
2025-03-20,R01,31.01,0.7056,7.563,32.85,37.871,10.725,1
2025-03-21,R01,31.352,0.6613,15.407,29.651,55.173,9.478,1
2025-03-22,R01,32.227,0.8182,2.603,29.921,53.817,9.542,1
2025-03-23,R01,31.391,0.7854,3.315,30.479,48.536,10.201,1
2025-03-24,R01,29.01,0.7373,20.077,37.226,44.44,8.866,1
2025-03-25,R01,33.243,0.6109,5.711,28.034,45.369,9.936,1
2025-03-26,R01,30.38,0.663,9.607,36.629,49.239,9.565,1
2025-03-27,R01,30.533,0.6885,35.354,40.822,54.942,8.331,1
2025-03-28,R01,27.341,0.7974,23.357,33.134,63.796,7.593,1
2025-03-29,R01,30.024,0.6863,19.721,34.67,45.688,8.962,1
2025-03-30,R01,32.34,0.7306,8.787,26.918,62.983,10.426,1
2025-03-31,R01,29.353,0.6979,3.913,31.066,17.031,10.957,1
2025-04-01,R01,32.636,0.8099,18.762,32.715,62.283,9.629,1
2025-04-02,R01,30.819,0.7527,9.788,22.462,58.363,10.427,1
2025-04-03,R01,30.357,0.7592,4.335,32.939,56.784,8.568,1
2025-04-04,R01,30.925,0.7668,11.215,31.458,45.358,9.863,1
2025-04-05,R01,31.222,0.7305,3.761,28.946,41.877,10.515,1
2025-04-06,R01,29.958,0.7553,5.562,29.499,55.582,7.357,1
2025-04-07,R01,30.006,0.7269,6.707,31.109,60.703,9.237,1
2025-04-08,R01,32.048,0.7177,4.812,26.053,64.581,8.921,1
2025-04-09,R01,30.852,0.6605,8.347,35.656,75.541,8.68,1
2025-04-10,R01,33.674,0.7047,16.388,30.87,41.713,10.466,1
2025-04-11,R01,29.344,0.7786,7.141,24.717,38.394,9.383,1
2025-04-12,R01,31.461,0.7612,0.799,29.567,32.842,9.963,1
2025-04-13,R01,29.594,0.6717,10.559,30.321,27.626,10.835,1
2025-04-14,R01,35.574,0.5024,5.199,27.058,51.101,9.821,1
2025-04-15,R01,29.294,0.9114,8.51,32.058,60.441,9.346,1
2025-04-16,R01,31.72,0.7593,27.723,35.98,66.007,8.26,1
2025-04-17,R01,31.934,0.6651,6.336,30.789,53.489,9.279,1
2025-04-18,R01,30.603,0.7327,9.006,26.913,48.359,7.901,1
2025-04-19,R01,32.438,0.5986,9.661,30.078,50.236,9.757,1
2025-04-20,R01,29.256,0.7529,38.469,41.338,63.774,6.512,0
2025-04-21,R01,30.618,0.709,4.036,23.244,16.594,9.985,1
2025-04-22,R01,31.483,0.6614,24.043,33.116,86.286,6.72,1
2025-04-23,R01,30.569,0.7138,6.198,28.892,51.169,10.465,1
2025-04-24,R01,30.11,0.793,13.944,34.208,34.064,10.671,1
2025-04-25,R01,28.107,0.8522,3.838,28.703,69.711,8.48,1
2025-04-26,R01,31.945,0.7325,18.584,34.013,48.659,9.43,1
2025-04-27,R01,30.3,0.6833,7.403,30.596,30.918,9.26,1
2025-04-28,R01,28.991,0.6934,2.872,31.362,32.292,10.382,1
2025-04-29,R01,26.096,0.6966,3.508,31.459,36.006,8.084,1
2025-04-30,R01,32.644,0.6869,1.025,24.032,28.013,9.945,1
2025-05-01,R01,30.856,0.6307,4.892,22.639,46.336,8.414,1
2025-05-02,R01,30.896,0.7285,1.372,34.101,53.766,8.147,1
2025-05-03,R01,29.903,0.7705,7.622,31.634,31.504,10.061,1
2025-05-04,R01,32.229,0.8014,0.232,26.531,46.863,8.725,1
2025-05-05,R01,27.516,0.833,7.215,27.503,60.26,6.684,1
2025-05-06,R01,28.403,0.796,14.708,26.771,54.165,7.165,1
2025-05-07,R01,28.731,0.7076,3.862,26.003,23.945,9.974,1
2025-05-08,R01,28.685,0.6934,9.199,30.697,37.404,9.963,1
2025-05-09,R01,31.143,0.5821,19.25,35.771,30.992,10.371,1
2025-05-10,R01,32.741,0.7983,6.772,31.343,35.053,9.847,1
2025-05-11,R01,29.471,0.8379,16.141,38.915,41.735,10.325,1
2025-05-12,R01,30.846,0.5784,4.603,27.113,54.809,10.75,1
2025-05-13,R01,28.59,0.771,11.969,33.122,66.893,9.3,1
2025-05-14,R01,29.893,0.8055,9.883,28.542,70.662,7.9,1
2025-05-15,R01,29.549,0.6016,19.671,31.751,51.951,8.016,1
2025-05-16,R01,28.659,0.8409,4.209,33.561,40.503,8.094,1
2025-05-17,R01,24.779,0.8698,9.513,43.134,60.001,6.393,0
2025-05-18,R01,29.986,0.7772,13.582,24.565,58.761,9.794,1
2025-05-19,R01,29.995,0.7874,2.961,31.491,62.191,8.55,1
2025-05-20,R01,28.523,0.7297,1.047,26.91,72.345,6.872,1
2025-05-21,R01,29.84,0.8685,17.579,32.933,48.467,10.645,1
2025-05-22,R01,28.934,0.7195,2.277,30.372,29.59,10.396,1
2025-05-23,R01,29.886,0.6939,5.644,30.37,44.786,8.516,1
2025-05-24,R01,26.966,0.7325,2.783,34.803,54.436,7.904,1
2025-05-25,R01,28.49,0.7903,1.98,29.114,55.271,8.05,1
2025-05-26,R01,27.983,0.8333,8.807,32.231,49.146,9.925,1
2025-05-27,R01,27.283,0.8568,32.823,42.744,80.183,6.636,1
2025-05-28,R01,30.564,0.7489,9.521,29.065,61.06,8.021,1
2025-05-29,R01,30.129,0.7301,8.697,30.347,51.602,9.392,1
2025-05-30,R01,25.019,0.7733,9.545,31.466,68.715,5.612,1
2025-05-31,R01,28.151,0.7318,6.358,31.989,72.387,7.366,1
2025-06-01,R01,30.248,0.7043,12.106,30.324,60.158,8.788,1
2025-06-02,R01,32.972,0.7246,5.449,22.509,37.732,9.653,1
2025-06-03,R01,29.237,0.6799,3.885,34.05,40.714,10.435,1
2025-06-04,R01,28.71,0.8255,7.85,30.233,47.877,8.408,1
2025-06-05,R01,26.022,0.8167,1.397,33.646,58.648,9.211,1
2025-06-06,R01,29.034,0.8222,10.563,29.244,64.843,9.036,1
2025-06-07,R01,24.568,0.8193,25.241,41.208,45.323,8.887,1
2025-06-08,R01,25.9,0.709,20.887,32.255,58.14,7.234,1
2025-06-09,R01,30.688,0.6833,6.232,28.897,28.646,10.768,1
2025-06-10,R01,28.113,0.8351,2.108,33.761,46.481,8.325,1
2025-06-11,R01,27.393,0.7308,4.932,27.738,21.831,11.108,1
2025-06-12,R01,28.734,0.7304,13.422,30.24,60.338,7.985,1
2025-06-13,R01,27.16,0.6454,10.289,34.765,45.605,8.534,1
2025-06-14,R01,24.814,0.9181,3.451,35.995,88.077,6.387,1
2025-06-15,R01,26.567,0.7377,4.51,29.112,43.456,9.002,1
2025-06-16,R01,28.488,0.8743,5.214,29.64,35.298,9.821,1
2025-06-17,R01,28.513,0.843,1.486,27.129,54.639,6.804,1
2025-06-18,R01,30.454,0.7116,3.939,25.89,34.584,9.808,1
2025-06-19,R01,27.858,0.6961,5.087,29.864,35.849,9.234,1
2025-06-20,R01,23.985,0.7097,2.182,32.844,57.703,7.236,1
2025-06-21,R01,28.55,0.7082,12.251,35.212,40.94,8.9,1
2025-06-22,R01,29.33,0.7301,4.857,28.415,67.358,8.912,1
2025-06-23,R01,29.029,0.7722,14.149,33.745,64.904,7.026,1
2025-06-24,R01,28.824,0.7747,12.97,34.874,76.238,7.771,1
2025-06-25,R01,27.53,0.8231,15.287,38.103,56.093,9.899,1
2025-06-26,R01,29.5,0.8245,1.483,23.789,30.981,10.139,1
2025-06-27,R01,24.76,0.7954,1.711,33.185,33.148,7.289,1
2025-06-28,R01,22.68,0.8569,7.152,33.211,42.263,8.272,1
2025-06-29,R01,27.414,0.801,0.709,28.172,5,11.222,1
2025-06-30,R01,26.088,0.8197,2.111,32.975,25.393,9.501,1
2025-07-01,R01,25.673,0.7203,20.289,33.672,58.473,6.921,1
2025-07-02,R01,19.946,0.7882,5.34,29.893,49.591,7.008,1
2025-07-03,R01,25.315,0.8357,7.163,32.227,32.189,9.107,1
2025-07-04,R01,24.376,0.774,0.668,32.714,44.897,7.944,1
2025-07-05,R01,23.017,0.8237,2.431,31.1,32.224,7.284,1
2025-07-06,R01,22.535,0.688,11.313,39.402,38.494,8.698,1
2025-07-07,R01,26.42,0.7063,5.982,30.567,45.506,6.71,1
2025-07-08,R01,22.131,0.847,3.146,27.575,81.411,5.037,1
2025-07-09,R01,25.563,0.7357,10.313,32.198,49.467,6.818,1
2025-07-10,R01,24.188,0.9468,14.196,37.787,43.393,8.049,1
2025-07-11,R01,22.703,0.7428,2.654,33.777,40.653,7.61,1
2025-07-12,R01,22.286,0.7813,8.468,34.232,75.232,5.795,1
2025-07-13,R01,28.578,0.7409,6.174,24.484,54.654,8.231,1
2025-07-14,R01,27.655,0.8075,6.286,25.693,40.821,9.503,1
2025-07-15,R01,26.164,0.6104,2.426,30.113,72.846,6.978,1
2025-07-16,R01,26.229,0.6547,3.557,30.84,66.687,7.82,1
2025-07-17,R01,26.526,0.7355,25.28,33.995,59.85,9.117,1
2025-07-18,R01,23.6,0.7731,8.039,34.268,59.771,7.516,1
2025-07-19,R01,23.314,0.7703,13.177,33.757,35.472,6.499,1
2025-07-20,R01,25.623,0.8709,5.558,27.157,47.191,6.94,1
2025-07-21,R01,25.499,0.7807,13.807,35.071,66.266,9.603,1
2025-07-22,R01,24.677,0.7182,11.4,35.315,34.86,9.722,1
2025-07-23,R01,23.446,0.7196,4.852,31.583,69.621,6.543,1
2025-07-24,R01,27.533,0.8551,20.058,38.11,96.577,6.356,1
2025-07-25,R01,22.748,0.7858,4.695,34.683,49.702,7.979,1
2025-07-26,R01,24.448,0.6364,16.069,34.258,48.017,7.423,1
2025-07-27,R01,24.432,0.6957,27.603,37.391,69.623,6.774,1
2025-07-28,R01,23.947,0.9356,9.671,33.254,60.76,7.384,1
2025-07-29,R01,24.583,0.7523,0.176,35.175,35.959,7.474,1
2025-07-30,R01,21.524,0.8489,2.765,34.423,23.066,8.731,1
2025-07-31,R01,22.018,0.9098,24.444,41.742,53.43,7.693,0
2025-08-01,R01,20.863,0.7595,2.096,36.047,39.85,9.026,1
2025-08-02,R01,20.989,0.816,3.59,29.295,57.161,5.808,1
2025-08-03,R01,28.753,0.7437,1.681,29.518,49.808,7.889,1
2025-08-04,R01,27.851,0.7643,3.273,27.868,58.089,9.991,1
2025-08-05,R01,22.037,0.7902,3.847,33.506,38.724,7.896,1
2025-08-06,R01,23.132,0.8169,18.066,36.298,55.951,8.044,1
2025-08-07,R01,19.005,0.7812,7.051,36.073,37.589,8.865,1
2025-08-08,R01,22.384,0.8335,4.368,34.282,54.994,7.459,1
2025-08-09,R01,20.926,0.7637,1.994,34.013,51.28,7.728,1
2025-08-10,R01,24.746,0.7351,32.757,38.785,79.545,6.225,0
2025-08-11,R01,21.317,0.846,14.737,37.609,43.225,6.603,1
2025-08-12,R01,22.173,0.7447,5.884,36.826,30.97,7.566,1
2025-08-13,R01,26.362,0.8174,0.799,26.673,52.147,7.578,1
2025-08-14,R01,23.434,0.8176,7.539,39.387,28.302,7.202,1
2025-08-15,R01,23.427,0.8806,11.981,37.95,70.324,4.603,1
2025-08-16,R01,25.168,0.7511,1.617,34.016,33.331,7.552,1
2025-08-17,R01,26.321,0.8186,1.028,24.815,19.307,9.697,1
2025-08-18,R01,23.002,0.7734,11.054,33.651,76.625,6.956,1
2025-08-19,R01,23.777,0.8085,7.856,27.988,50.113,7.38,1
2025-08-20,R01,22.744,0.8267,5.077,33.507,34.467,7.658,1
2025-08-21,R01,22.031,0.8597,10.07,33.608,48.492,6.356,1
2025-08-22,R01,20.617,0.6969,1.744,34.129,69.662,7.28,1
2025-08-23,R01,23.023,0.8755,11.682,33.316,72.431,6.07,1
2025-08-24,R01,26.574,0.7672,23.038,33.143,85.374,6.831,1
2025-08-25,R01,21.845,0.8453,7.067,33.639,58.421,8.011,1
2025-08-26,R01,25.076,0.7807,6.782,30.278,32.438,9.038,1
2025-08-27,R01,19.002,0.8693,33.7,46.122,82.608,4.329,0
2025-08-28,R01,20.151,0.8262,8.479,35.544,47.265,6.307,0
2025-08-29,R01,21.434,0.8562,5.911,33.364,30.406,8.102,1
2025-08-30,R01,20.591,0.8597,9.908,38.863,30.584,7.316,1
2025-08-31,R01,21.959,0.7051,3.4,34.889,84.065,5.295,1
2025-09-01,R01,23.851,0.8445,8.074,28.125,63.458,8.005,1
2025-09-02,R01,21.626,0.7257,13.814,38.394,48.634,8.288,1
2025-09-03,R01,21.168,0.756,23.725,45.744,61.098,7.019,1
2025-09-04,R01,21.486,0.95,8.802,37.69,50.313,7.343,1
2025-09-05,R01,22.159,0.8377,6.482,33.845,57.85,8.478,1
2025-09-06,R01,23.671,0.8354,4.036,33.874,48.68,8.799,1
2025-09-07,R01,22.233,0.9062,8.871,40.187,75.036,7.395,1
2025-09-08,R01,18.738,0.8843,2.961,32.25,42.539,7.378,1
2025-09-09,R01,23.517,0.7747,2.504,35.574,36.24,8.457,1
2025-09-10,R01,20.77,0.905,1.295,32.277,50.485,7.789,1
2025-09-11,R01,21.889,0.8465,3.629,30.873,25.539,9.428,1
2025-09-12,R01,24.129,0.6321,3.848,35.214,49.874,7.772,1
2025-09-13,R01,22.086,0.8263,3.107,33.062,43.722,8.666,1
2025-09-14,R01,23.93,0.822,27.216,41.447,81.085,4.653,0
2025-09-15,R01,22.73,0.8699,13.978,38.427,67.399,5.886,1
2025-09-16,R01,26.821,0.8489,6.393,28.7,37.481,10.162,1
2025-09-17,R01,16.952,0.95,30.355,48.059,50.314,4.812,0
2025-09-18,R01,22.505,0.9499,5.299,33.168,55.882,6.653,1
2025-09-19,R01,17.276,0.923,24.331,44.448,100,3.048,0
2025-09-20,R01,24.321,0.7866,22.166,41.323,70.966,9.093,1
2025-09-21,R01,18.942,0.7751,4.964,32.997,44.94,5.429,1
2025-09-22,R01,23.305,0.8702,12.986,36.457,81.63,7.692,1
2025-09-23,R01,19.473,0.8521,9.103,38.177,70.766,4.937,0
2025-09-24,R01,21.942,0.7795,10.946,35.64,76.241,5.2,1
2025-09-25,R01,22.289,0.8431,8.609,32.08,70.781,6.696,1
2025-09-26,R01,20.252,0.7841,12.698,40.007,29.938,7.216,1
2025-09-27,R01,23.212,0.8913,1.866,27.015,23.605,8.324,1
2025-09-28,R01,20.161,0.83,18.139,33.125,49.695,6.694,0
2025-09-29,R01,20.726,0.847,6.23,34.905,32.619,7.681,1
2025-09-30,R01,18.157,0.7619,15.046,41.462,78.293,5.889,1
2025-10-01,R01,22.436,0.7685,13.958,37.687,60.641,7.314,1
2025-10-02,R01,20.467,0.8426,2.306,32.562,64.689,6.647,1
2025-10-03,R01,19.946,0.8165,2.482,32.86,18.537,8.195,1
2025-10-04,R01,19.887,0.8579,8.275,36.284,65.494,6.992,1
2025-10-05,R01,18.981,0.7883,5.399,33.231,41.158,6.578,1
2025-10-06,R01,21.487,0.8637,4.436,31.029,47.648,5.837,1
2025-10-07,R01,21.071,0.8639,24.145,35.648,49.705,6.392,1
2025-10-08,R01,20.349,0.7621,1.611,31.79,68.278,6.019,1
2025-10-09,R01,24.111,0.7067,6.076,33.203,65.796,7.972,1
2025-10-10,R01,18.441,0.9156,1.211,35.453,52.359,5.585,1
2025-10-11,R01,20.844,0.839,3.267,27.99,34.886,7.336,1
2025-10-12,R01,21.962,0.8153,13.164,37.771,52.523,7.388,1
2025-10-13,R01,18.39,0.8964,6.369,35.111,100,4.096,1
2025-10-14,R01,18.369,0.8377,2.581,36.856,82.04,4.684,1
2025-10-15,R01,18.647,0.927,3.201,37.958,50.112,6.24,0
2025-10-16,R01,20.003,0.798,18.292,44.858,66.498,6.558,1
2025-10-17,R01,23.375,0.8202,6.773,30.626,16.157,9.693,1
2025-10-18,R01,19.158,0.7118,13.706,43.301,67.769,5.419,1
2025-10-19,R01,24.103,0.8578,9.013,28.093,64.935,7.626,1
2025-10-20,R01,22.437,0.8651,10.177,31.871,43.568,7.684,1
2025-10-21,R01,21.31,0.7455,9.059,35.666,33.281,8.684,1
2025-10-22,R01,20.582,0.7706,10.405,36.024,81.541,6.84,1
2025-10-23,R01,20.923,0.8704,5.677,35.424,39.885,6.98,1
2025-10-24,R01,23.846,0.7497,11.381,36.473,53.787,6.674,1
2025-10-25,R01,24.784,0.6489,3.293,33.596,40.533,7.819,1
2025-10-26,R01,20.44,0.8177,18.58,40.046,65.054,6.4,1
2025-10-27,R01,25.189,0.8292,16.061,34.779,76.613,6.602,1
2025-10-28,R01,22.277,0.8633,30.846,43.07,60.636,7.219,0
2025-10-29,R01,21.31,0.8729,9.659,32.306,41.523,6.626,1
2025-10-30,R01,21.812,0.9186,1.123,34.626,83.164,5.096,1
2025-10-31,R01,22.958,0.7332,17.877,35.454,44.37,7.376,1
2025-11-01,R01,18.856,0.8967,4.966,33.17,56.513,5.888,1
2025-11-02,R01,22.414,0.7837,11.457,35.414,74.833,5.569,1
2025-11-03,R01,21.792,0.7431,7.906,36.271,48.204,8.137,1
2025-11-04,R01,22.833,0.8047,5.978,37.768,51.696,7.358,1
2025-11-05,R01,21.541,0.8773,3.167,31.211,50.781,9.387,1
2025-11-06,R01,23.062,0.8688,10.789,33.623,55.712,6.38,1
2025-11-07,R01,22.437,0.8704,7.583,38.423,42.42,7.396,1
2025-11-08,R01,24.731,0.72,2.219,28.891,52.262,7.835,1
2025-11-09,R01,20.519,0.8079,6.151,33.619,39.599,7.693,1
2025-11-10,R01,21.222,0.8287,6.042,31.709,68.822,5.881,1
2025-11-11,R01,21.419,0.8599,5.478,28.481,23.204,7.993,1
2025-11-12,R01,24.226,0.7107,4.665,31.852,42.566,7.28,1
2025-11-13,R01,21.629,0.7509,16.643,39.287,84.54,4.632,0
2025-11-14,R01,22.509,0.8273,10.497,36.723,54.217,6.383,1
2025-11-15,R01,24.005,0.6993,7.342,37.036,18.481,8.715,1
2025-11-16,R01,26.067,0.7814,20.186,39.404,49.353,8.687,1
2025-11-17,R01,23.711,0.8367,14.34,33.687,62.276,6.389,1
2025-11-18,R01,20.491,0.8792,21.432,40.021,83.505,4.84,0
2025-11-19,R01,23.035,0.8562,4.962,32.504,49.249,6.939,1
2025-11-20,R01,21.415,0.89,0.411,29.836,48.286,7.222,1
2025-11-21,R01,21.041,0.7542,23.253,38.436,39.067,8.659,1
2025-11-22,R01,25.581,0.7069,4.591,27.454,64.549,8.064,1
2025-11-23,R01,23.586,0.7671,9.2,31.275,64.806,6.851,1
2025-11-24,R01,22.185,0.8604,3.987,37.321,23.762,9.053,1
2025-11-25,R01,22.272,0.7714,3.662,33.952,25.909,8.723,1
2025-11-26,R01,20.885,0.8227,2.435,33.196,41.019,7.817,1
2025-11-27,R01,25.721,0.8736,20.93,42.759,68.797,7.574,1
2025-11-28,R01,23.131,0.6947,1.247,33.82,74.013,7.727,1
2025-11-29,R01,21.303,0.9147,4.923,31.453,28.91,8.178,1
2025-11-30,R01,23.993,0.7607,3.306,31.742,62.744,5.627,1
2025-12-01,R01,23.954,0.7734,45.07,47.072,72.05,7.854,0
2025-12-02,R01,25.364,0.8999,14.526,35.886,56.255,7.181,1
2025-12-03,R01,22.445,0.7529,1.321,30.318,10.165,8.433,1
2025-12-04,R01,22.543,0.7398,13.164,37.833,56.451,8.018,1
2025-12-05,R01,22.883,0.8832,6.59,40.419,54.183,6.079,1
2025-12-06,R01,23.037,0.7297,9.169,34.127,77.252,7.481,1
2025-12-07,R01,22.418,0.8449,4.731,32.798,19.21,7.333,1
2025-12-08,R01,24.964,0.7752,4.98,32.765,38.227,7.778,1
2025-12-09,R01,23.024,0.8027,3.107,34.237,42.01,7.615,1
2025-12-10,R01,22.848,0.658,5.634,31.743,61.755,7.143,1
2025-12-11,R01,23.125,0.8824,5.55,35.207,29.934,8.963,1
2025-12-12,R01,21.314,0.6505,10.863,34.311,59.847,6.841,1
2025-12-13,R01,27.041,0.7712,9.414,30.564,34.831,8.458,1
2025-12-14,R01,21.697,0.8159,5.52,28.301,16.054,9.452,1
2025-12-15,R01,25.623,0.7124,35.856,42.821,64.994,9.133,1
2025-12-16,R01,27.02,0.7762,16.899,33.705,77.507,7.08,1
2025-12-17,R01,23.996,0.8024,8.188,37.758,56.066,7.641,1
2025-12-18,R01,24.415,0.7596,20.185,39.58,57.066,7.492,1
2025-12-19,R01,22.915,0.9263,9.301,29.753,78.159,4.496,1
2025-12-20,R01,22.023,0.7723,9.256,35.923,50.767,6.593,1
2025-12-21,R01,27.423,0.6976,4.225,22.033,21.26,9.785,1
2025-12-22,R01,23.484,0.7397,8.805,30.992,69.167,5.479,1
2025-12-23,R01,25.811,0.8023,24.818,40.579,76.505,7.131,1
2025-12-24,R01,26.295,0.7791,7.625,30.571,54.487,7.909,1
2025-12-25,R01,26.797,0.7325,2.716,30.822,59.438,7.423,1
2025-12-26,R01,26.695,0.7293,13.894,31.386,20.075,9.096,1
2025-12-27,R01,24.949,0.7551,3.32,26.273,29.661,8.829,1
2025-12-28,R01,24.341,0.8377,6.737,29.781,45.612,8.791,1
2025-12-29,R01,28.864,0.7921,6.436,28.059,54.746,8.884,1
2025-12-30,R01,26.861,0.6715,13.061,34.283,75.551,6.2,1
2025-12-31,R01,27.044,0.77,12.318,31.505,80.982,8.636,1
2025-01-01,R02,30.861,0.3499,14.438,39.863,82.638,8.501,1
2025-01-02,R02,35.708,0.4074,13.687,34.291,48.173,9.617,1
2025-01-03,R02,34.67,0.3462,13.415,31.534,73.698,10.739,1
2025-01-04,R02,33.455,0.3676,11.111,26.942,44.22,9.647,1
2025-01-05,R02,33.292,0.4493,9.179,30.316,48.211,8.699,1
2025-01-06,R02,32.264,0.386,4.744,32.188,49.111,10.115,1
2025-01-07,R02,35.914,0.3054,6.802,29.643,47.47,11.606,1
2025-01-08,R02,34.95,0.2799,11.503,36.874,64.148,9.376,1
2025-01-09,R02,31.253,0.4239,6.37,27.961,43.442,10.979,1
2025-01-10,R02,33.954,0.3196,2.475,28.46,42.844,9.24,1
