date,region_id,surface_temp_c,ndvi,rainfall_mm_7d,soil_moisture_pct,cloud_cover_pct,evapotranspiration_mm,drought_risk
2025-05-30,R01,33.828,0.1856,12.74,29.756,40.984,11.029,1
2025-05-31,R01,35.241,0.3736,5.358,21.534,39.142,9.804,1
2025-06-01,R01,35.03,0.099,7.032,25.102,42.63,11.489,1
2025-06-02,R01,33.014,0.2272,7.22,20.266,42.154,9.93,1
2025-06-03,R01,32.978,0.3119,4.959,29.343,66.648,8.464,1
2025-06-04,R01,36.214,0.1433,10.965,23.837,50.647,11.664,1
2025-06-05,R01,32.251,0.2296,16.168,28.061,67.299,10.042,1
2025-06-06,R01,35.297,0.1323,10.714,30.208,32.977,10.17,1
2025-06-07,R01,37.151,0.2141,29.521,33.045,64.833,8.91,1
2025-06-08,R01,34.157,0.2211,6.488,26.022,46.734,10.744,1
2025-06-09,R01,34.477,0.1582,15.415,30.183,37.984,9.724,1
2025-06-10,R01,33.239,0.136,5.551,25.712,62.126,9.396,1
2025-06-11,R01,33.104,0.2,5.445,27.417,41.56,8.867,1
2025-06-12,R01,36.042,0.1263,3.423,25.989,74.356,9.42,1
2025-06-13,R01,34.549,0.0565,2.379,26.505,26.588,11.439,1
2025-06-14,R01,30.36,0.2138,3.199,24.385,75.403,8.033,1
2025-06-15,R01,31.608,0.1983,4.807,29.299,53.573,9.929,1
2025-06-16,R01,36.404,0.2439,5.066,21.069,34.979,11.951,1
2025-06-17,R01,32.816,0.1916,4.973,26.121,31.631,10.162,1
2025-06-18,R01,29.89,0.1688,7.738,27.646,48.389,9.332,1
2025-06-19,R01,32.301,0.1682,7.414,25.778,25.985,11.988,1
2025-06-20,R01,34.665,0.1265,10.261,20.351,38.007,9.545,1
2025-06-21,R01,30.923,0.2605,22.103,33.96,58.859,10.096,1
2025-06-22,R01,32.835,0.247,8.672,30.874,55.418,8.621,1
2025-06-23,R01,32.964,0.05,5.153,25.667,49.739,10.486,1
2025-06-24,R01,32.283,0.3214,4.138,24.37,68.106,9.048,1
2025-06-25,R01,31.862,0.2362,40.928,42.255,93.436,7.178,1
2025-06-26,R01,31.182,0.1763,30.631,34.639,67.881,8.43,1
2025-06-27,R01,32.234,0.1044,15.462,24.675,78.606,8.589,1
2025-06-28,R01,30.156,0.1999,7.604,31.303,81.52,6.325,1
2025-06-29,R01,36.358,0.1494,0.869,22.852,40.201,10.053,1
2025-06-30,R01,29.38,0.1999,27.539,34.246,75.375,8.299,1
2025-07-01,R01,32.401,0.1577,7.572,24.651,38.809,9.402,1
2025-07-02,R01,32.767,0.2352,0.592,25.537,5,11.681,1
2025-07-03,R01,30.243,0.1339,8.629,30.667,48.335,10.616,1
2025-07-04,R01,29.496,0.294,3.278,27.748,45.859,9.079,1
2025-07-05,R01,31.004,0.2856,0.618,19.881,58.949,7.714,1
2025-07-06,R01,29.918,0.2294,7.844,29.452,81.718,8.43,1
2025-07-07,R01,32.938,0.1306,10.813,24.53,37.12,10.113,1
2025-07-08,R01,27.323,0.1471,16.51,33.524,41.25,9.38,1
2025-07-09,R01,28.986,0.2821,4.276,26.186,34.905,10.762,1
2025-07-10,R01,32.361,0.2926,11.421,25.751,35.567,11.927,1
2025-07-11,R01,31.938,0.1897,2.375,26.561,32.593,10.013,1
2025-07-12,R01,28.589,0.394,20.428,35.687,73.451,9.477,1
2025-07-13,R01,29.548,0.2807,1.5,25.401,27.451,9.291,1
2025-07-14,R01,27.195,0.2323,16.882,31.763,72.832,6.193,1
2025-07-15,R01,30.648,0.3288,6.919,28.919,67.282,7.584,1
2025-07-16,R01,32.744,0.1779,22.463,32.319,100,7.664,1
2025-07-17,R01,30.088,0.1667,3.433,28.491,30.536,9.617,1
2025-07-18,R01,29.196,0.3052,15.295,32.436,57.286,7.276,1
2025-07-19,R01,27.531,0.2803,8.716,27.682,80.555,6.888,1
2025-07-20,R01,32.596,0.1458,6.165,25.296,76.098,7.824,1
2025-07-21,R01,31.526,0.1848,21.067,32.709,54.879,9.426,1
2025-07-22,R01,30.205,0.1769,13.559,28.26,77.455,7.403,1
2025-07-23,R01,31.881,0.1814,6.371,26.559,72.327,8.579,1
2025-07-24,R01,32.672,0.219,7.858,22.637,62.22,11.173,1
2025-07-25,R01,29.832,0.185,4.278,25.938,27.6,10.76,1
2025-07-26,R01,30.563,0.162,4.44,27.763,77.203,7.469,1
2025-07-27,R01,29.613,0.2621,9.06,32.023,64.297,8.701,1
2025-07-28,R01,32.184,0.1323,22.179,31.743,68.574,6.684,1
2025-07-29,R01,29.49,0.1728,9.028,23.349,65.133,7.683,1
2025-07-30,R01,30.687,0.331,9.423,28.978,56.958,8.313,1
2025-07-31,R01,28.356,0.2044,4.348,27.233,51.528,9.499,1
2025-08-01,R01,29.729,0.2752,3.371,25.964,63.214,8.957,1
2025-08-02,R01,33.86,0.161,25.773,33.458,61.107,10.438,1
2025-08-03,R01,29.422,0.2931,11.225,31.095,50.44,9.305,1
2025-08-04,R01,31.099,0.2205,3.088,18.673,71.566,8.528,1
2025-08-05,R01,28.227,0.2021,12.644,31.077,61.296,8.768,1
2025-08-06,R01,26.876,0.2101,8.409,27.981,87.73,5.629,1
2025-08-07,R01,31.943,0.276,0.367,23.603,5,10.388,1
2025-08-08,R01,28.573,0.299,21.692,34.115,51.461,8.428,1
2025-08-09,R01,30.174,0.2767,3.597,26.929,69.559,8.757,1
2025-08-10,R01,28.154,0.2185,8.343,26.38,30.366,10.941,1
2025-08-11,R01,28.567,0.2405,5.177,29.439,57.853,8.889,1
2025-08-12,R01,29.729,0.1847,1.188,27.635,21.905,11.207,1
2025-08-13,R01,27.132,0.2758,14.853,29.947,79.13,6.398,1
2025-08-14,R01,31.348,0.2685,1.644,22.858,44.928,9.177,1
2025-08-15,R01,25.713,0.1644,21.388,36.689,86.759,6.018,1
2025-08-16,R01,27.613,0.2527,14.433,33.922,69.789,6.686,1
2025-08-17,R01,28.575,0.2847,5.264,21.625,81.617,7.907,1
2025-08-18,R01,27.295,0.0818,15.855,32.555,47.306,8.216,1
2025-08-19,R01,27.332,0.2717,5.453,25.6,37.775,8.977,1
2025-08-20,R01,31.321,0.3267,3.647,25.671,41.214,10.383,1
2025-08-21,R01,31.205,0.2307,9.334,27.434,62.008,9.339,1
2025-08-22,R01,26.2,0.1947,7.774,28.083,38.087,9.56,1
2025-08-23,R01,28.368,0.2914,11.38,29.65,67.882,7.404,1
2025-08-24,R01,30.626,0.2428,1.573,23.211,23.469,11.235,1
2025-08-25,R01,26.06,0.2045,10.405,27.758,92.289,6.089,1
2025-08-26,R01,23.861,0.3114,5.183,29.226,49.592,7.562,1
2025-08-27,R01,29.981,0.248,3.764,26.357,84.109,7.267,1
2025-08-28,R01,29.515,0.2974,33.065,37.479,55.791,9.231,1
2025-08-29,R01,30.303,0.1648,12.689,27.245,63.252,8.49,1
2025-08-30,R01,30.652,0.2071,4.345,27.086,59.682,9.447,1
2025-08-31,R01,31.591,0.1557,5.139,27.204,65.271,8.508,1
2025-09-01,R01,28.178,0.2513,10.313,30.918,50.469,7.456,1
2025-09-02,R01,27.365,0.227,4.913,29.872,35.203,9.421,1
2025-09-03,R01,27.77,0.2425,14.04,25.595,65.018,6.626,1
2025-09-04,R01,28.62,0.155,3.122,26.159,49.542,9.822,1
2025-09-05,R01,30.428,0.1998,23.143,34.087,56.363,8.921,1
2025-09-06,R01,28.256,0.132,5.4,28.518,35.105,9.948,1
2025-09-07,R01,28.332,0.1306,0.665,24.599,12.332,10.437,1
2025-09-08,R01,30.693,0.112,22.835,38.566,70.48,8.177,1
2025-09-09,R01,28.186,0.2628,6.732,31.744,56.128,8.017,1
2025-09-10,R01,30.291,0.1562,3.85,29.553,34.426,9.98,1
2025-09-11,R01,23.706,0.3377,3.424,30.028,30.127,8.197,1
2025-09-12,R01,26.816,0.2374,7.564,27.663,41.449,10.068,1
2025-09-13,R01,24.825,0.2667,2.676,32.821,32.298,7.89,1
2025-09-14,R01,26.998,0.2379,6.117,29.106,40.122,8.727,1
2025-09-15,R01,26.742,0.1775,7.494,25.188,41.095,8.986,1
2025-09-16,R01,24.3,0.2463,7.564,32.352,79.211,5.665,1
2025-09-17,R01,26.892,0.2988,5.323,28.871,66.724,7.809,1
2025-09-18,R01,26.955,0.2517,12.638,32.514,72.492,6.604,1
2025-09-19,R01,26.625,0.1273,4.5,29.666,22.875,10.147,1
2025-09-20,R01,28.74,0.1295,1.431,24.902,53.498,9.161,1
2025-09-21,R01,28.027,0.1767,4.527,28.407,39.776,8.515,1
2025-09-22,R01,25.112,0.3316,1.419,28.283,81.161,6.848,1
2025-09-23,R01,29.73,0.2013,1.523,24.526,25.969,10.996,1
2025-09-24,R01,28.295,0.2207,15.873,37.399,67.941,7.096,1
2025-09-25,R01,25.546,0.1549,7.305,30.756,51.232,8.223,1
2025-09-26,R01,27.42,0.2891,3.427,20.921,43.809,7.413,1
2025-09-27,R01,26.82,0.2343,15.258,37.524,82.731,7.506,1
2025-09-28,R01,25.902,0.2814,4.799,32.105,48.079,8.925,1
2025-09-29,R01,25.7,0.336,6.115,25.036,39.194,9.138,1
2025-09-30,R01,26.739,0.3016,5.919,19.539,45.444,8.588,1
2025-10-01,R01,25.725,0.358,8.098,28.437,43.145,8.464,1
2025-10-02,R01,27.182,0.3053,27.868,39.378,67.198,7.171,1
2025-10-03,R01,25.657,0.2632,0.922,26.556,24.572,9.576,1
2025-10-04,R01,24.52,0.3076,10.892,32.565,64.805,8.831,1
2025-10-05,R01,29.17,0.1789,7.33,32.222,38.678,10.511,1
2025-10-06,R01,28.427,0.3781,6.472,27.789,86.993,8.22,1
2025-10-07,R01,26.594,0.2354,1.434,29.267,42.442,8.561,1
2025-10-08,R01,28.438,0.1906,7.897,29.984,76.42,7.749,1
2025-10-09,R01,26.934,0.2953,3.287,30.109,16.45,10.36,1
2025-10-10,R01,27.75,0.3394,12.873,33.5,62.471,8.901,1
2025-10-11,R01,27.832,0.2028,11.049,25.58,55.803,8.535,1
2025-10-12,R01,25.419,0.2519,4.82,26.598,36.753,9.566,1
2025-10-13,R01,25.827,0.3563,2.128,26.178,41.42,9.688,1
2025-10-14,R01,25.783,0.2507,5.496,28.39,30.59,10.028,1
2025-10-15,R01,27.692,0.1326,12.83,27.391,48.305,8.801,1
2025-10-16,R01,27.695,0.3229,3.507,27.269,51.192,8.64,1
2025-10-17,R01,26.695,0.2705,29.089,42.746,48.697,9.898,1
2025-10-18,R01,25.817,0.2651,12.775,28.402,52.877,8.586,1
2025-10-19,R01,29.792,0.2691,8.746,33.297,39.671,9.775,1
2025-10-20,R01,26.481,0.3125,29.992,39.827,96.129,7.016,1
2025-10-21,R01,27.514,0.211,14.452,33.45,36.633,9.177,1
2025-10-22,R01,25.434,0.3031,11.005,33.656,55.286,9.97,1
2025-10-23,R01,27.929,0.2347,12.777,29.781,58.757,8.686,1
2025-10-24,R01,26.877,0.1424,4.816,29.314,35.389,8.952,1
2025-10-25,R01,23.777,0.2973,11.334,26.378,71.205,5.356,1
2025-10-26,R01,29.39,0.1822,3.715,28.525,52.979,8.082,1
2025-10-27,R01,27.137,0.2356,1.72,28.41,53.318,7.047,1
2025-10-28,R01,26.417,0.2372,29.244,32.455,80.348,6.978,1
2025-10-29,R01,28.776,0.2906,5.847,27.15,21.877,10.811,1
2025-10-30,R01,28.287,0.1712,9.999,30.674,36.481,9.863,1
2025-10-31,R01,27.57,0.2885,10.391,26.257,60.05,7.667,1
2025-11-01,R01,27.65,0.1515,32.208,32.227,89.857,5.814,1
2025-11-02,R01,28.285,0.2546,27.248,31.008,50.209,9.253,1
2025-11-03,R01,29.871,0.2263,1.856,27.249,38.917,9.109,1
2025-11-04,R01,24.859,0.1776,15.663,30.782,52.363,6.888,1
2025-11-05,R01,26.065,0.3052,3.077,27.611,55.78,6.716,1
2025-11-06,R01,26.767,0.3294,10.159,32.611,63.741,9.555,1
2025-11-07,R01,27.001,0.2424,18.266,30.51,48.973,9.243,1
2025-11-08,R01,28.122,0.3014,9.873,27.807,74.809,7.423,1
2025-11-09,R01,30.939,0.2331,4.628,23.835,66.307,7.668,1
2025-11-10,R01,28.218,0.3114,11.814,32.767,52.666,8.651,1
2025-11-11,R01,27.568,0.3095,8.867,25.463,93.026,7.929,1
2025-11-12,R01,25.418,0.3203,12.23,32.537,48.291,9.28,1
2025-11-13,R01,27.468,0.2432,31.435,34.904,72.967,8.096,1
2025-11-14,R01,26.691,0.2242,4.856,34.919,70.628,7.241,1
2025-11-15,R01,26.664,0.2318,12.968,27.043,56.051,7.744,1
2025-11-16,R01,27.845,0.2384,1.426,26.589,41.581,8.801,1
2025-11-17,R01,28.357,0.2172,5.205,26.505,41.459,9.97,1
2025-11-18,R01,28.458,0.2198,3.72,29.121,21.64,9.367,1
2025-11-19,R01,28.893,0.2752,3.819,24.693,64.073,8.303,1
2025-11-20,R01,28.649,0.3247,4.077,29.249,31.748,9.851,1
2025-11-21,R01,29.507,0.2764,20.882,29.857,77.385,7.773,1
2025-11-22,R01,26.492,0.3054,4.966,26.698,85.343,6.996,1
2025-11-23,R01,27.941,0.1507,0.326,22.621,47.071,9.194,1
2025-11-24,R01,27.891,0.1727,6.04,33.14,69.913,6.993,1
2025-11-25,R01,26.235,0.3391,12.19,34.827,45.425,8.563,1
2025-11-26,R01,28.484,0.2474,9.749,27.974,56.649,8.526,1
2025-11-27,R01,27.829,0.332,3.257,25.161,45.937,7.317,1
2025-11-28,R01,28.261,0.3556,4.795,24.037,35.423,10.351,1
2025-11-29,R01,28.917,0.1374,6.822,34.062,18.624,9.559,1
2025-11-30,R01,27.876,0.263,9.994,29.358,76.603,8.484,1
2025-12-01,R01,31.318,0.2317,9.19,28.306,30.612,8.899,1
2025-12-02,R01,30.9,0.2244,3.316,24.28,39.571,10.17,1
2025-12-03,R01,29.955,0.1216,14.756,29.862,61.754,7.677,1
2025-12-04,R01,33.346,0.2313,2.946,25.783,64.624,7.791,1
2025-12-05,R01,31.457,0.2702,11.929,35.194,82.128,6.811,1
2025-12-06,R01,31.079,0.2496,1.377,28.122,16.585,11.128,1
2025-12-07,R01,28.869,0.2404,4.311,29.15,33.148,9.656,1
2025-12-08,R01,31.481,0.1724,16.056,28.122,67.503,8.64,1
2025-12-09,R01,30.752,0.3458,9.284,27.318,45.802,8.853,1
2025-12-10,R01,31.688,0.2889,7.484,29.302,53.549,9.36,1
2025-12-11,R01,30.249,0.1922,2.144,23.756,67.067,7.836,1
2025-12-12,R01,29.165,0.2371,9.229,25.699,58.379,8.781,1
2025-12-13,R01,30.441,0.2522,4.089,22.204,56.417,7.788,1
2025-12-14,R01,29.081,0.2448,7.51,25.486,70.975,8.262,1
2025-12-15,R01,30.862,0.1586,11.484,28.736,46.886,6.532,1
2025-12-16,R01,29.082,0.2721,6.867,26.533,44.577,8.722,1
2025-12-17,R01,30.276,0.078,6.447,27.223,29.724,9.128,1
2025-12-18,R01,31.003,0.3179,21.787,39.418,100,7.28,1
2025-12-19,R01,28.159,0.1703,21.142,31.628,71.189,8.679,1
2025-12-20,R01,32.414,0.1658,0.923,18.638,45.172,10.684,1
2025-12-21,R01,31.852,0.1979,17.615,25.444,73.668,6.691,1
2025-12-22,R01,30.89,0.1512,10.954,30.709,56.652,7.916,1
2025-12-23,R01,32.638,0.1895,5.36,30.392,48.898,8.4,1
2025-12-24,R01,32.319,0.2482,25.096,29.023,78.755,8.025,1
2025-12-25,R01,31.939,0.1858,11.045,32.469,68.256,9.271,1
2025-12-26,R01,30.55,0.2472,7.763,27.359,69.32,8.85,1
2025-12-27,R01,32.539,0.277,6.369,21.93,33.858,10.061,1
2025-12-28,R01,32.552,0.1951,1.519,23.792,46.397,9.775,1
2025-12-29,R01,30.708,0.2712,10.814,29.514,64.054,7.971,1
2025-12-30,R01,32.464,0.2274,19.779,32.059,67.814,8.54,1
2025-12-31,R01,33.987,0.1098,2.703,25.997,43.154,9.718,1
2025-01-01,R02,36.836,0.2231,5.984,30.768,48.388,11.784,1
2025-01-02,R02,31.697,0.1996,4.147,32.768,83.561,8.242,1
2025-01-03,R02,31.349,0.3087,2.903,28.537,56.614,7.63,1
2025-01-04,R02,34.755,0.2466,4.076,35.239,51.588,11.285,1
2025-01-05,R02,33.486,0.2842,10.234,39.678,52.985,10.805,1
2025-01-06,R02,34.531,0.1683,14.221,38.111,55.59,10.918,1
2025-01-07,R02,34.063,0.1839,1.657,31.971,9.782,12.66,1
2025-01-08,R02,36.235,0.0929,9.605,27.163,37.045,10.707,1
2025-01-09,R02,35.746,0.2464,9.382,33.98,44.052,10.031,1
2025-01-10,R02,35.47,0.1817,7.437,27.035,53.742,10.927,1
2025-01-11,R02,36.579,0.3303,26.05,35.566,52.485,11.051,1
